EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
598774,MIAMI-DADE (ZONE), ,09/29/2015,930,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99861,Z,173,MFL,0,0,Broadcast Media, , , , , , , , ,09/29/2015,930, , , , ,"Water inundating parking lots along 71st Street in Normandy Isles due to tidal flooding. Report received from broadcast media via social media.","The continuing combination of higher than normal tidal departures coupled with the perigean spring tide on September 29th resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of September. Several roads, including major arteries, along the Palm Beach, Broward, and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide. Additional minor road flooding occurred along roads in Naples.",11
598773,MIAMI-DADE (ZONE), ,09/29/2015,2030,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99861,Z,173,MFL,0,0,Broadcast Media, , , , , , , , ,09/29/2015,2130, , , , ,"Indian Creek Drive (A1A) between 26th Street and 41st Street closed due to tidal flooding with the evening high tide.","The continuing combination of higher than normal tidal departures coupled with the perigean spring tide on September 29th resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of September. Several roads, including major arteries, along the Palm Beach, Broward, and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide. Additional minor road flooding occurred along roads in Naples.",12
598776,MIAMI-DADE (ZONE), ,09/30/2015,930,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99861,Z,173,MFL,0,0,Broadcast Media, , , , , , , , ,09/30/2015,1100, , , , ,"Indian Creek Drive (A1A) between 27th Street and 41st Street closed due to tidal flooding with the morning high tide.","The continuing combination of higher than normal tidal departures coupled with the perigean spring tide on September 29th resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of September. Several roads, including major arteries, along the Palm Beach, Broward, and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide. Additional minor road flooding occurred along roads in Naples.",13
598815,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/01/2015,1100,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99869,Z,173,MFL,0,0,Emergency Manager, , , , , , , , ,10/01/2015,1330, , , , ,"Tidal flooding led to the closure of portions of Indian Creek Drive (A1A).","The continuing combination of higher than normal tidal departures coupled with the perigean spring tide resulted in continuing minor flooding of low lying roads at high tides into early October. Vulnerable locations along the Broward and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide.",14
598827,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/08/2015,600,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99872,Z,173,MFL,0,0,Local Official, , , , , , , , ,10/08/2015,715, , , , ,"Miami Beach officials reported tidal flooding along Indian Creek Drive (A1A) at 29th street with the morning high tide. Additional flooding was reported at Dade Avenue and Purdy Avenue.","Higher than normal tides coupled with the approach of the new moon brought minor coastal flooding to vulnerable portions of Miami Beach during high tide.",15
598832,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/08/2015,1815,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99872,Z,173,MFL,0,0,Law Enforcement, , , , , , , , ,10/08/2015,1959, , , , ,"Tidal flooding resulted in closure of Indian Creek Drive (A1A) between 27th Street and 41st Street with the evening high tide. The road was reopened at 859 PM EDT.","Higher than normal tides coupled with the approach of the new moon brought minor coastal flooding to vulnerable portions of Miami Beach during high tide.",16
598828,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/09/2015,600,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99872,Z,173,MFL,0,0,Broadcast Media, , , , , , , , ,10/09/2015,800, , , , ,"Tidal flooding resulted in closure of Indian Creek Drive (A1A) between 27th Street and 41st Street with the morning high tide.","Higher than normal tides coupled with the approach of the new moon brought minor coastal flooding to vulnerable portions of Miami Beach during high tide.",17
598834,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/09/2015,615,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,99872,Z,173,MFL,0,0,Broadcast Media, , , , , , , , ,10/09/2015,615, , , , ,"Parking lots of the Haulover Marina inundated during the morning high tide.","Higher than normal tides coupled with the approach of the new moon brought minor coastal flooding to vulnerable portions of Miami Beach during high tide.",18
602453,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/25/2015,630,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,100663,Z,173,MFL,0,0,Broadcast Media, , , , , , , , ,10/25/2015,1000, , , , ,"High tide flooding in Matheson Hammock Park resulted in ankle deep water in the parking lot, beach, and picnic areas as well as swamped a normally separated man-made lagoon. Water reached up to the local beach front restaurant but did not enter the building. Flood waters receded after 1030am. Information from ABC Local 10. Flooding also occurred again on October 26 and 27th.","A combination of higher than normal tidal departures coupled with the October full moon spring tide resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of the month. Several roads, including major arteries, along the Palm Beach, Broward, and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide.",19
602452,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/25/2015,635,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,100663,Z,173,MFL,0,0,Emergency Manager, , , , , , , , ,10/25/2015,900, , , , ,"The southbound lane of A1A - Indian Creek Drive - was closed between 31st and 32nd street due to flooding with the morning high tide. Reports received via social media and Miami Beach Emergency Management.","A combination of higher than normal tidal departures coupled with the October full moon spring tide resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of the month. Several roads, including major arteries, along the Palm Beach, Broward, and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide.",20
602456,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/27/2015,730,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,100663,Z,173,MFL,0,0,Broadcast Media, , , , , , , , ,10/27/2015,930, , , , ,"Coastal flooding resulted in at least six inches of water for at least two blocks near the intersection of NW 105th street and NE 10th Ave in Miami Shores. Time base don local high tide.","A combination of higher than normal tidal departures coupled with the October full moon spring tide resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of the month. Several roads, including major arteries, along the Palm Beach, Broward, and Miami-Dade coast experienced saw flooding high enough to result in road closures during times of high tide.",21
605700,COASTAL MIAMI-DADE COUNTY (ZONE), ,11/25/2015,830,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,101246,Z,173,MFL,0,0,Newspaper, , , , , , , , ,11/25/2015,930, , , , ,"High tide resulted in minor flooding of streets in Normandy Isles. Time based on reports and local high tide.","A combination of higher than normal tidal departures coupled with the November full moon spring tide resulted in periodic minor flooding of low lying and vulnerable areas at high tides for several days during the end of the month. Several coastal roads along the Palm Beach, Broward, and Miami-Dade coast experienced flooding during times of high tide.",22
605711,MIAMI-DADE CO.,PINEWOOD,12/04/2015,600,Flash Flood, , ,0,0,10000,0,FL,EST-5, ,101249,C,86,MFL,0,0,Broadcast Media,Heavy Rain, , ,2,SE,1,ENE,BISCAYNE PARK,12/04/2015,1600,25.83,-80.21,25.7774,-80.1284,"Heavy rain throughout the day lead to numerous flooded roads and road closures in Eastern Miami-Dade county. Road closures occurred in Aventura at NE 191st street from Biscayne Blvd (US1), and in El Portal, Little Haiti, and Miami-Beach. 1-2ft of standing water occurred in some places along the flooded roadways at times, lingering into the late evening hours.","A cold front moved into South Florida during the day of December 3rd, and stalled across the far southern end of the peninsula and upper Florida Keys on the 4th and 5th. Several rounds of heavy rainfall fell across South Florida during the three day period, with the hardest hit areas across Southern Miami-Dade county. Rainfall amounts near 15 fell across Homestead, the Redlands, and western Kendall, with 4-8 reported across the remainder of Miami-Dade county and into coastal Broward county, most of which occurred during the day of December 5th. This rainfall led to significant flooding in Miami-Dade county with numerous road closures and cars stalling in flood waters. Significant damage was done to the fall and winter crops in Miami-Dade county as well as leading to multi-day closures at Zoo Miami due to flooding in the facility.",23
605707,MIAMI-DADE CO.,HOMESTEAD GEN AVN AR,12/04/2015,1100,Flood, , ,0,0,0,1000000,FL,EST-5, ,101249,C,86,MFL,0,0,Broadcast Media,Heavy Rain, , ,4,SW,4,NW,ALADDIN CITY,12/06/2015,2000,25.449,-80.5891,25.6129,-80.5083,"Multi-day heavy rainfall lead to widespread crop damage in the Southwest Miami-Dade farmlands, especially in the Redland, Florida City and Homestead areas. Farmers reported damage ranging from rotting crops due to continuous rainfall to total loss from completely flooded fields. Yellow squash, zucchini and green beans were the main crops affected along with significant damage to other vegetable crops. Initial damage loss estimates are around 1 million dollars with a 70 to 80% loss in crop.","A cold front moved into South Florida during the day of December 3rd, and stalled across the far southern end of the peninsula and upper Florida Keys on the 4th and 5th. Several rounds of heavy rainfall fell across South Florida during the three day period, with the hardest hit areas across Southern Miami-Dade county. Rainfall amounts near 15 fell across Homestead, the Redlands, and western Kendall, with 4-8 reported across the remainder of Miami-Dade county and into coastal Broward county, most of which occurred during the day of December 5th. This rainfall led to significant flooding in Miami-Dade county with numerous road closures and cars stalling in flood waters. Significant damage was done to the fall and winter crops in Miami-Dade county as well as leading to multi-day closures at Zoo Miami due to flooding in the facility.",24
605706,MIAMI-DADE CO.,MIAMI NEW TAMIAMI AR,12/05/2015,1100,Flash Flood, , ,0,0,30000,0,FL,EST-5, ,101249,C,86,MFL,0,0,Broadcast Media,Heavy Rain, , ,1,SE,2,W,SOUTH MIAMI HGTS,12/05/2015,2200,25.64,-80.42,25.6,-80.42,"Numerous reports of significant street flooding received throughout the Hammocks, Country Walk, the Crossings, Kendall Lakes, and Three Lakes areas of South Miami-Dade county. Road flooding was initially reported during the late morning hours with progressively increasing impacts through the afternoon and evening hours. Many roads became impassable with numerous road closures throughout the area. Many cars stalled out in the flood waters and had to be pushed out by tow trucks throughout the night. Zoo Miami reported numerous walkways and exhibits with standing water, forcing the relocation of zoo animals. Many animal exhibit moats were reported 6-8 feet above normal levels, forcing the closure of the zoo for several days. 9 to 10 inches of rain in 12 hours was measured by unofficial observers in The Hammocks and The Crossings. Miami Executive Airport set a record 24-hour rainfall record with 8.92 inches.","A cold front moved into South Florida during the day of December 3rd, and stalled across the far southern end of the peninsula and upper Florida Keys on the 4th and 5th. Several rounds of heavy rainfall fell across South Florida during the three day period, with the hardest hit areas across Southern Miami-Dade county. Rainfall amounts near 15 fell across Homestead, the Redlands, and western Kendall, with 4-8 reported across the remainder of Miami-Dade county and into coastal Broward county, most of which occurred during the day of December 5th. This rainfall led to significant flooding in Miami-Dade county with numerous road closures and cars stalling in flood waters. Significant damage was done to the fall and winter crops in Miami-Dade county as well as leading to multi-day closures at Zoo Miami due to flooding in the facility.",25
628955,MIAMI-DADE CO.,HOMESTEAD,05/18/2016,1410,Flood, , ,0,0,5000,5000,FL,EST-5, ,104980,C,86,MFL,0,0,Law Enforcement,Heavy Rain, , ,1,N,1,N,HOMESTEAD,05/18/2016,1600,25.4791,-80.4695,25.4791,-80.4705,"Homestead Police Department reported one street closure due to flooding. The nearest intersection was unavailable. Several nearby rain gauges in reported 24 hour rainfall totals between 5 and 8 inches rainfall.","A surface low developed to the northeast of the region along an upper level shortwave that moved across the region early in the day. Strong showers and thunderstorms developed along an associated weak boundary, leading to gusty winds, small hail, and flooding across Miami-Dade and Palm Beach counties.",26
628959,MIAMI-DADE CO.,LEISURE CITY,05/18/2016,1430,Flood, , ,0,0,5000,0,FL,EST-5, ,104980,C,86,MFL,0,0,NWS Employee,Heavy Rain, , ,1,SSW,1,SSW,LEISURE CITY,05/18/2016,1600,25.4629,-80.4364,25.4668,-80.4367,"AN off-duty NWS employee reported street flooding, including water halfway up driveways, in the Keys Gate development area. The nearest intersection was SW 152nd Avenue and SW 328th street. 5 to 7 inches of rain were measured at nearby sites between Noon and 430 PM.","A surface low developed to the northeast of the region along an upper level shortwave that moved across the region early in the day. Strong showers and thunderstorms developed along an associated weak boundary, leading to gusty winds, small hail, and flooding across Miami-Dade and Palm Beach counties.",27
662873,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/06/2016,900,Tropical Depression, , ,0,0,600000,0,FL,EST-5, ,110600,Z,173,MFL,0,0,Emergency Manager, , , , , , , , ,10/06/2016,1930, , , , ,"Hurricane Matthew produced maximum sustained winds generally between 20 and 30 knots (25 and 35 mph) across coastal Miami-Dade County throughout the morning and afternoon hours of October 6th. A peak gust of 38 knots (44 mph) was measured at WxFlow site XDGE, located near Dodge Island and the Port of Miami during the late morning hours, with other parts of the area measuring peak wind gusts of 40 to 50 mph. These winds produced a few downed trees across the county resulting in over 16,000 customers without power across the county at the peak of the event. Voluntary evacuations were ordered for residents in low-lying areas and mobile homes, and a total of 700 people took shelter in county shelters during the event. Wind damages were estimated at $600,000 and beach-related damages also estimated around $600,000 across the county.","Major Hurricane Matthew moved northwest across the Central Bahamas during the day on October 6th, making it's closest approach to the East coast of South Florida during the early morning hours of October 7th. The hurricane brought tropical storm force gusts to Palm Beach, Broward, and Miami-Dade counties, resulting in scattered trees and power lines down that led to numerous power outages. High seas and storm surge also brought moderate beach erosion and pier damage in Broward and Palm Beach Counties and minor beach erosion in Miami-Dade county. The following inundation values (height above mean higher high water) were measured along the coast: Lake Worth Pier: 1.49 feet and Virginia Key: 1.083 feet. Rainfall generally ranged from 2 to 3 inches with no impacts from inland flooding. ||The collective effects of Hurricane Matthew in Palm Beach, Broward, and Miami-Dade counties on October 6-7 resulted in about $32 million in beach-related damage and about $2 million in wind damage. ||County by county impacts are as follows:||In Palm Beach County, trees were downed across the county, most numerous in the northern part of the county from Palm Beach Gardens to Jupiter and Tequesta. Winds also ripped multiple awnings off storefronts within the Downtown area of West Palm Beach. Tree and power line damage resulted in up to 71,000 customers without power at the peak of the event. Moderate beach erosion was reported along county beaches with the most significant erosion from Singer Island to Tequesta. Estimated damage to beaches is around $21 million. Evacuations were recommended for residents of the county barrier islands and mobile-home parks, and many areas east of the US 1 corridor within the county. A few cities also issued mandatory evacuations for their jurisdictions. A total of 6387 people took shelter in county shelters during the event. Wind damage totals are estimated around $1.3 million dollars. ||In Broward County, the rough seas and beach erosion led to damage to the Deerfield Beach Pier. Trees and power lines were downed across the county, resulting in 11,000 customers without power at the peak of the storm. Voluntary evacuations were ordered for residents in low-lying areas and mobile homes.||In Miami-Dade County, a few trees and power lines were downed, resulting in over 16,000 customers without power at the peak of the event. Damages were estimated at $1.2 million dollar across the county. Voluntary evacuations were ordered for residents in low-lying areas and mobile homes, and a total of 700 people took shelter in county shelters during the event.",28
662882,METROPOLITAN MIAMI-DADE (ZONE), ,10/06/2016,900,Tropical Depression, , ,0,0,0,0,FL,EST-5, ,110600,Z,74,MFL,0,0,Emergency Manager, , , , , , , , ,10/06/2016,1930, , , , ,"Hurricane Matthew produced sustained winds generally between 25 and 35 mph across metropolitan Miami County throughout the morning and afternoon hours of October 6th. A peak gust of 50 mph was measured at a Weatherbug station at Miami Senior High School during the late morning hours. Most peak wind gusts across the area were in the 40 to 45 mph range. These winds produced a few downed trees across the county resulting in over 16,000 customers without power across the county at the peak of the event. Voluntary evacuations were ordered for residents in low-lying areas and mobile homes, and a total of 700 people took shelter in county shelters during the event. Wind damage estimates for all Miami-Dade County zones are included in the Coastal Miami-Dade County entry.","Major Hurricane Matthew moved northwest across the Central Bahamas during the day on October 6th, making it's closest approach to the East coast of South Florida during the early morning hours of October 7th. The hurricane brought tropical storm force gusts to Palm Beach, Broward, and Miami-Dade counties, resulting in scattered trees and power lines down that led to numerous power outages. High seas and storm surge also brought moderate beach erosion and pier damage in Broward and Palm Beach Counties and minor beach erosion in Miami-Dade county. The following inundation values (height above mean higher high water) were measured along the coast: Lake Worth Pier: 1.49 feet and Virginia Key: 1.083 feet. Rainfall generally ranged from 2 to 3 inches with no impacts from inland flooding. ||The collective effects of Hurricane Matthew in Palm Beach, Broward, and Miami-Dade counties on October 6-7 resulted in about $32 million in beach-related damage and about $2 million in wind damage. ||County by county impacts are as follows:||In Palm Beach County, trees were downed across the county, most numerous in the northern part of the county from Palm Beach Gardens to Jupiter and Tequesta. Winds also ripped multiple awnings off storefronts within the Downtown area of West Palm Beach. Tree and power line damage resulted in up to 71,000 customers without power at the peak of the event. Moderate beach erosion was reported along county beaches with the most significant erosion from Singer Island to Tequesta. Estimated damage to beaches is around $21 million. Evacuations were recommended for residents of the county barrier islands and mobile-home parks, and many areas east of the US 1 corridor within the county. A few cities also issued mandatory evacuations for their jurisdictions. A total of 6387 people took shelter in county shelters during the event. Wind damage totals are estimated around $1.3 million dollars. ||In Broward County, the rough seas and beach erosion led to damage to the Deerfield Beach Pier. Trees and power lines were downed across the county, resulting in 11,000 customers without power at the peak of the storm. Voluntary evacuations were ordered for residents in low-lying areas and mobile homes.||In Miami-Dade County, a few trees and power lines were downed, resulting in over 16,000 customers without power at the peak of the event. Damages were estimated at $1.2 million dollar across the county. Voluntary evacuations were ordered for residents in low-lying areas and mobile homes, and a total of 700 people took shelter in county shelters during the event.",29
661498,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/12/2016,1600,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110607,Z,173,MFL,0,0,Newspaper, , , , , , , , ,10/12/2016,1800, , , , ,"Tidal flooding led to water halfway up wheel well of parked cars in lowest level of parking garage at 1441 Lincoln Road in Miami Beach.","The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) brought minor flooding at high tides for a week during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",30
661499,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/12/2016,1600,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110607,Z,173,MFL,0,0,Public, , , , , , , , ,10/12/2016,1800, , , , ,"Photo shows several inches of salt water flooding at high tide in parking lot at Matheson Hammock State Park.","The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) brought minor flooding at high tides for a week during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",31
661500,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/13/2016,500,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110607,Z,173,MFL,0,0,Broadcast Media, , , , , , , , ,10/13/2016,700, , , , ,"Saltwater coming from sewer drains at high tide led to flooding along Miami Beach near 40th street and Royal Palm Avenue.","The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) brought minor flooding at high tides for a week during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",32
661502,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/13/2016,530,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110607,Z,173,MFL,0,0,Social Media, , , , , , , , ,10/13/2016,730, , , , ,"Water coming over sea wall during high tide along Bonita Drive south of 71st Street in Miami Beach.","The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) brought minor flooding at high tides for a week during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",33
661506,COASTAL MIAMI-DADE COUNTY (ZONE), ,10/13/2016,1726,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110607,Z,173,MFL,0,0,NWS Employee, , , , , , , , ,10/13/2016,1926, , , , ,"Saltwater coming through sewer drains at high tide lead to minor flooding along Biscayne Blvd near the Arsht Center.","The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) brought minor flooding at high tides for a week during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",34
661520,METROPOLITAN MIAMI-DADE (ZONE), ,10/13/2016,1805,Coastal Flood, , ,0,0,0,0,FL,EST-5, ,110607,Z,74,MFL,0,0,Social Media, , , , , , , , ,10/13/2016,2005, , , , ,"Flooding at high tide from the Miami River lead to standing water in street along NW North River Drive near the NW 12th Avenue Bridge in Miami.","The combination of higher than normal tidal departures coupled with the annual spring tide (King Tides) brought minor flooding at high tides for a week during mid-October. Vulnerable locations along the Broward and Miami-Dade coast saw flooding of several locations such as streets, sea walls, and docks.",35
